Epoca,Erro medio quadratico,Tempo
81,0.0003641409948522134,
82,0.00035771555096048013,
83,0.0003515378433325833,
84,0.00034559484864998824,
85,0.0003398743908886448,
86,0.00033436507552939143,
87,0.0003290562297024735,
88,0.00032393784765996636,
89,0.0003190005410435015,
90,0.00031423549346779045,
91,0.0003096344189983946,
92,0.00030518952414718137,
93,0.0003008934730500401,
94,0.00029673935552029795,
95,0.0002927206577165442,
96,0.0002888312351770339,
97,0.00028506528800370523,
98,0.0002814173380046858,
99,0.00027788220761348903,
100,0.0002744550004320778,
101,0.0002711310832484992,
102,0.0002679060694057156,
103,0.0002647758033995917,
104,0.000261736346603092,
105,0.0002587839640197376,
106,0.00025591511197955996,
107,0.0002531264266982802,
108,0.00025041471362907686,
109,0.0002477769375419381,
110,0.00024521021326909254,
111,0.00024271179706741863,
112,0.00024027907854523578,
113,0.00023790957311026206,
114,0.00023560091489974178,
115,0.00023335085015344093,
116,0.0002311572309988963,
117,0.00022901800961541707,
118,0.0002269312327512485,
119,0.00022489503656833443,
120,0.00022290764178864442,
121,0.0002209673491266051,
122,0.00021907253498079649,
123,0.00021722164737428273,
124,0.0002154132021219557,
125,0.00021364577921320627,
126,0.00021191801939537958,
127,0.0002102286209437476,
128,0.00020857633660956165,
129,0.00020695997073341688,
130,0.00020537837651382618,
131,0.00020383045342381445,
132,0.0002023151447645144,
133,0.00020083143535187808,
134,0.00019937834932384768,
135,0.00019795494806781888,
136,0.00019656032825535186,
137,0.00019519361998468487,
138,0.00019385398502130835,
139,0.00019254061513218623,
140,0.00019125273051290304,
141,0.00018998957829546859,
142,0.00018875043114230383,
143,0.00018753458591333483,
144,0.000186341362410386,
145,0.00018517010218804808,
146,0.0001840201674352393,
147,0.0001828909399187173,
148,0.0001817818199862653,
149,0.00018069222563249498,
150,0.00017962159161530322,
151,0.00017856936862886696,
152,0.00017753502252654263,
153,0.0001765180335916161,
154,0.0001755178958560144,
155,0.00017453411646145556,
156,0.00017356621506603442,
157,0.00017261372328808422,
158,0.00017167618419103303,
159,0.00017075315180523076,
160,0.00016984419068483136,
161,0.00016894887549825932,
162,0.00016806679065273222,
163,0.0001671975299474271,
164,0.0001663406962582603,
165,0.00016549590124984026,
166,0.000164662765115009,
167,0.00016384091633911413,
168,0.00016302999148942732,
169,0.00016222963502751653,
170,0.00016143949914343425,
171,0.0001606592436120824,
172,0.00015988853566673011,
173,0.00015912704989434756,
174,0.00015837446814670475,
175,0.00015763047946748543,
176,0.00015689478003777513,
177,0.00015616707313326206,
178,0.00015544706909573214,
179,0.00015473448531896916,
180,0.00015402904624392533,
181,0.00015333048336571564,
182,0.00015263853525104842,
183,0.00015195294756323308,
184,0.0001512734730955978,
185,0.00015059987181312295,
186,0.0001499319108981545,
187,0.00014926936480361142,
188,0.00014861201530919077,
189,0.00014795965158087565,
190,0.00014731207023493953,
191,0.0001466690754036437,
192,0.00014603047879921394,
193,0.00014539609978170276,
194,0.0001447657654248813,
195,0.00014413931058135376,
196,0.0001435165779439529,
197,0.00014289741810791234,
198,0.00014228168962687748,
199,0.00014166925906555772,
200,0.00014106000104785466,
201,0.00014045379830054938,
202,0.0001398505416887741,
203,0.0001392501302484861,
204,0.0001386524712078674,
205,0.00013805748000469964,
206,0.00013746508029374715,
207,0.00013687520394595198,
208,0.00013628779104105093,
209,0.00013570278984550987,
210,0.0001351201567890703,
211,0.00013453985642336574,
212,0.00013396186137595856,
213,0.00013338615229271933,
214,0.0001328127177687155,
215,0.0001322415542706623,
216,0.00013167266604549588,
217,0.00013110606502439448,
218,0.0001305417707089529,
219,0.00012997981005247183,
220,0.00012942021732942344,
221,0.00012886303399278765,
222,0.0001283083085239778,
223,0.00012775609627255213,
224,0.00012720645928465668,
225,0.00012665946612466783,
226,0.00012611519168678753,
227,0.0001255737169979232,
228,0.0001250351290139895,
229,0.00012449952040752277,
230,0.00012396698934744044,
231,0.00012343763927449847,
232,0.0001229115786691437,
233,0.00012238892081320452,
234,0.00012186978354861155,
235,0.00012135428903037315,
236,0.00012084256347483224,
237,0.00012033473690759022,
238,0.00011983094290554663,
239,0.00011933131833899435,
240,0.00011883600311179965,
241,0.00011834513990041651,
242,0.00011785887389245686,
243,0.00011737735252695392,
244,0.00011690072523384831,
245,0.00011642914317636088,
246,0.00011596275899394826,
247,0.0001155017265496161,
248,0.00011504620067961935,
249,0.00011459633694513305,
250,0.00011415229139105643,
251,0.0001137142203071484,
252,0.00011328227999488072,
253,0.00011285662653942596,
254,0.00011243741558747411,
255,0.00011202480213173827,
256,0.00011161894030017883,
257,0.00011121998315483106,
258,0.00011082808249449072,
259,0.00011044338866642023,
260,0.00011006605038510475,
261,0.0001096962145591962,
262,0.00010933402612431364,
263,0.0001089796278857802,
264,0.00010863316036902049,
265,0.00010829476167575902,
266,0.0001079645673522922,
267,0.00010764271026145189,
268,0.00010732932046544907,
269,0.00010702452511665572,
270,0.00010672844835452056,
271,0.00010644121121217154,
272,0.00010616293153026257,
273,0.0001058937238775648,
274,0.00010563369948082824,
275,0.00010538296615986154,
276,0.0001051416282728257,
277,0.00010490978666416462,
278,0.00010468753862435953,
279,0.00010447497785173732,
280,0.00010427219442454838,
281,0.00010407927477595891,
282,0.00010389630167687014,
283,0.00010372335422423329,
284,0.0001035605078343882,
285,0.00010340783424128697,
286,0.00010326540150121244,
287,0.00010313327399852357,
288,0.00010301151246203122,
289,0.00010290017397898699,
290,0.00010279931201637171,
291,0.00010270897644604204,
292,0.00010262921357262478,
293,0.00010256006616266022,
294,0.00010250157348098976,
295,0.00010245377132522826,
296,0.00010241669206523252,
297,0.00010239036468498441,
298,0.0001023748148243353,
299,0.00010237006482446964,
300,0.00010237613377428456,
301,0.00010239303755682494,
302,0.0001024207888992712,
303,0.00010245939742217769,
304,0.00010250886968832251,
305,0.00010256920925516555,
306,0.00010264041672491953,
307,0.00010272248979620313,
308,0.00010281542331436189,
309,0.00010291920932384291,
310,0.0001030338371181827,
311,0.00010315929329010598,
312,0.00010329556178190202,
313,0.00010344262393330306,
314,0.00010360045853158306,
315,0.00010376904185699365,
316,0.00010394834772931016,
317,0.0001041383475536839,
318,0.00010433901036388527,
319,0.0001045503028642425,
320,0.00010477218947202438,
321,0.00010500463235518787,
322,0.0001052475914724571,
323,0.00010550102460782362,
324,0.00010576488740576817,
325,0.00010603913340548332,
326,0.0001063237140698503,
327,0.00010661857881616443,
328,0.00010692367504386291,
329,0.0001072389481589775,
330,0.00010756434159828188,
331,0.00010789979685119078,
332,0.00010824525347974401,
333,0.00010860064913523204,
334,0.00010896591957509916,
335,0.00010934099867648817,
336,0.00010972581844731488,
337,0.0001101203090375924,
338,0.00011052439874476017,
339,0.00011093801402259351,
340,0.00011136107948275797,
341,0.00011179351789816772,
342,0.00011223525020151448,
343,0.00011268619548546188,
344,0.00011314627099801022,
345,0.0001136153921360572,
346,0.00011409347244020762,
347,0.00011458042358425402,
348,0.00011507615536521243,
349,0.00011558057569066582,
350,0.00011609359056524715,
351,0.00011661510407537379,
352,0.00011714501837203906,
353,0.00011768323365277111,
354,0.00011822964814200976,
355,0.00011878415807076159,
356,0.0001193466576533686,
357,0.00011991703906621964,
358,0.00012049519242193774,
359,0.00012108100574503844,
360,0.0001216743649462837,
361,0.0001222751537948985,
362,0.00012288325389245291,
363,0.0001234985446438852,
364,0.0001241209032295243,
365,0.0001247502045753357,
366,0.0001253863213253048,
367,0.00012602912381057263,
368,0.00012667848002034798,
369,0.00012733425557276412,
370,0.00012799631368556885,
371,0.00012866451514614852,
372,0.00012933871828382792,
373,0.00013001877894106006,
374,0.00013070455044547624,
375,0.00013139588358376808,
376,0.0001320926265734601,
377,0.00013279462504053874,
378,0.00013350172199250165,
379,0.00013421375779626432,
380,0.00013493057015689924,
381,0.00013565199409587558,
382,0.00013637786193326784,
383,0.00013710800326968697,
384,0.00013784224497129238,
385,0.00013858041115516473,
386,0.00013932232317831472,
387,0.00014006779962794091,
388,0.00014081665631304752,
389,0.00014156870626089169,
390,0.0001423237597121263,
391,0.0001430816241227706,
392,0.00014384210416376608,
393,0.00014460500172941426,
394,0.00014537011594215055,
395,0.00014613724316514531,
396,0.00014690617701526576,
397,0.00014767670838070068,
398,0.00014844862543986204,
399,0.0001492217136855878,
400,0.00014999575595173176,
401,0.0001507705324423625,
402,0.00015154582076601364,
403,0.00015232139597265437,
404,0.00015309703059351865,
405,0.00015387249468643005,
406,0.00015464755588326384,
407,0.00015542197944104497,
408,0.00015619552829793104,
409,0.00015696796313333095,
410,0.00015773904242874504,
411,0.00015850852253743164,
412,0.00015927615775290782,
413,0.0001600417003849719,
414,0.00016080490083777987,
415,0.00016156550769283462,
416,0.00016232326779466733,
417,0.00016307792634145946,
418,0.00016382922697907865,
419,0.00016457691189875057,
420,0.0001653207219389219,
421,0.00016606039669075923,
422,0.00016679567460708977,
423,0.00016752629311461709,
424,0.00016825198873152147,
425,0.00016897249718592078,
426,0.00016968755354024312,
427,0.0001703968923169319,
428,0.00017110024762911902,
429,0.00017179735331361579,
430,0.00017248794306634618,
431,0.00017317175058297052,
432,0.00017384850969920373,
433,0.00017451795453732322,
434,0.00017517981965252394,
435,0.00017583384018282633,
436,0.0001764797520023148,
437,0.00017711729187480652,
438,0.0001777461976107675,
439,0.00017836620822606064,
440,0.00017897706410195668,
441,0.00017957850714694912,
442,0.00018017028096099785,
443,0.0001807521309989124,
444,0.00018132380473695475,
445,0.00018188505183949766,
446,0.00018243562432575244,
447,0.00018297527673832858,
448,0.00018350376631083576,
449,0.00018402085313748429,
450,0.0001845263003396047,
451,0.00018501987423542865,
452,0.00018550134450656675,
453,0.00018597048436609642,
454,0.00018642707072309694,
455,0.00018687088434914123,
456,0.0001873017100415264,
457,0.00018771933678454755,
458,0.00018812355791188173,
459,0.0001885141712630739,
460,0.00018889097934150778,
461,0.0001892537894674362,
462,0.00018960241393001231,
463,0.0001899366701356986,
464,0.0001902563807542057,
465,0.0001905613738602957,
466,0.0001908514830739616,
467,0.00019112654769519455,
468,0.00019138641283535096,
469,0.00019163092954566086,
470,0.00019185995493997687,
471,0.0001920733523146645,
472,0.0001922709912623305,
473,0.00019245274778179056,
474,0.0001926185043840123,
475,0.0001927681501899814,
476,0.00019290158102724941,
477,0.0001930186995180022,
478,0.0001931194151631871,
479,0.00019320364442022842,
480,0.00019327131077528925,
481,0.0001933223448100374,
482,0.00019335668426109787,
483,0.0001933742740747313,
484,0.00019337506645428215,
485,0.00019335902090167334,
486,0.00019332610425314145,
487,0.00019327629070693686,
488,0.00019320956184573634,
489,0.00019312590665153395,
490,0.0001930253215162575,
491,0.00019290781024099146,
492,0.00019277338403392297,
493,0.00019262206149729677,
494,0.00019245386861074798,
495,0.0001922688387052951,
496,0.0001920670124331142,
497,0.00019184843772840354,
498,0.00019161316976325227,
499,0.00019136127089697252,
500,0.0001910928106170079,
501,0.00019080786547615025,
502,0.0001905065190210692,
503,0.00019018886171615068,
504,0.0001898549908606606,
505,0.0001895050104993995,
506,0.00018913903132841692,
507,0.0001887571705940505,
508,0.0001883595519867054,
509,0.00018794630552987357,
510,0.00018751756746211712,
511,0.00018707348011551272,
512,0.00018661419178830907,
513,0.00018613985661353194,
514,0.00018565063442115004,
515,0.00018514669059851996,
516,0.00018462819594436408,
517,0.0001840953265194456,
518,0.00018354826349455122,
519,0.00018298719299311705,
520,0.00018241230593112057,
521,0.000181823797854766,
522,0.00018122186877431168,
523,0.00018060672299481662,
524,0.00017997856894655384,
525,0.00017933761900988665,
526,0.00017868408934165747,
527,0.00017801819969802402,
528,0.00017734017325497786,
529,0.00017665023643036182,
530,0.00017594861870216805,
531,0.00017523555242709987,
532,0.00017451127266010502,
533,0.0001737760169697733,
534,0.00017303002525885514,
535,0.0001722735395799091,
536,0.00017150680395498774,
537,0.00017073006419363046,
538,0.0001699435677139094,
539,0.00016914756336146308,
540,0.0001683423012334706,
541,0.00016752803250054404,
542,0.00016670500923238185,
543,0.00016587348422543446,
544,0.0001650337108310279,
545,0.0001641859427862491,
546,0.00016333043404893888,
547,0.00016246743863204682,
548,0.00016159721044323172,
549,0.00016072000312644663,
550,0.00015983606990593868,
551,0.00015894566343443994,
552,0.00015804903564300976,
553,0.0001571464375964282,
554,0.0001562381193496304,
555,0.00015532432980946975,
556,0.00015440531659914603,
557,0.00015348132592701846,
558,0.00015255260245788937,
559,0.00015161938919082407,
560,0.00015068192733695696,
561,0.00014974045620542997,
562,0.00014879521309030252,
563,0.0001478464331630125,
564,0.0001468943493680014,
565,0.00014593919232380737,
566,0.0001449811902267395,
567,0.0001440205687594509,
568,0.00014305755100378625,
569,0.00014209235735768155,
570,0.0001411252054552975,
571,0.00014015631009288432,
572,0.00013918588315713076,
573,0.0001382141335590087,
574,0.0001372412671696993,
575,0.0001362674867631114,
576,0.00013529299196013422,
577,0.00013431797917752564,
578,0.00013334264158058884,
579,0.0001323671690408451,
580,0.0001313917480943172,
581,0.00013041656190743156,
582,0.00012944179024319824,
583,0.00012846760943316382,
584,0.0001274941923511269,
585,0.0001265217083914888,
586,0.00012555032345051842,
587,0.0001245801999103513,
588,0.00012361149662663828,
589,0.00012264436891930297,
590,0.00012167896856642157,
591,0.00012071544379961552,
592,0.00011975393930430123,
593,0.00011879459622121669,
594,0.00011783755215126479,
595,0.00011688294116206366,
596,0.0001159308937981468,
597,0.00011498153709281478,
598,0.00011403499458180477,
599,0.00011309138632024929,
600,0.00011215082890099481,
601,0.00011121343547468299,
602,0.00011027931577317629,
603,0.00010934857613228988,
604,0.00010842131951956102,
605,0.00010749764556024222,
606,0.00010657765056767965,
607,0.00010566142757373331,
608,0.00010474906636047387,
609,0.00010384065349489102,
610,0.00010293627236243608,
611,0.00010203600320339568,
612,0.00010113992315051445,
613,0.00010024810626634018,
614,9.93606235834138e-05,
615,9.847754314251667e-05,
616,9.759893003567777e-05,
617,9.672484644615564e-05,
618,9.585535169162607e-05,
619,9.499050226667582e-05,
620,9.413035188687857e-05,
621,9.327495153273191e-05,
622,9.242434949355283e-05,
623,9.157859141349645e-05,
624,9.07377203366172e-05,
625,8.990177675173572e-05,
626,8.907079863938738e-05,
627,8.82448215174525e-05,
628,8.74238784877579e-05,
629,8.660800028180426e-05,
630,8.5797215308131e-05,
631,8.499154969887623e-05,
632,8.419102735526818e-05,
633,8.339566999525372e-05,
634,8.260549720008614e-05,
635,8.182052645951121e-05,
636,8.104077321899328e-05,
637,8.026625092615036e-05,
638,7.949697107487164e-05,
639,7.873294325368152e-05,
640,7.79741751880253e-05,
641,7.722067278878586e-05,
642,7.647244019436117e-05,
643,7.572947981700218e-05,
644,7.499179238577847e-05,
645,7.425937699206964e-05,
646,7.353223113165663e-05,
647,7.281035074849229e-05,
648,7.209373027754207e-05,
649,7.138236268672271e-05,
650,7.067623951971524e-05,
651,6.997535093596075e-05,
652,6.927968575347332e-05,
653,6.858923148819751e-05,
654,6.790397439469797e-05,
655,6.722389950568342e-05,
656,6.65489906709199e-05,
657,6.587923059686585e-05,
658,6.521460088365627e-05,
659,6.455508206371086e-05,
660,6.390065363906516e-05,
661,6.325129411710595e-05,
662,6.260698104831874e-05,
663,6.196769106038558e-05,
664,6.133339989505826e-05,
665,6.07040824418259e-05,
666,6.0079712772526106e-05,
667,5.946026417477657e-05,
668,5.884570918629484e-05,
669,5.823601962591518e-05,
670,5.763116662788059e-05,
671,5.7031120671749425e-05,
672,5.643585161559106e-05,
673,5.584532872465742e-05,
674,5.5259520703968e-05,
675,5.46783957266761e-05,
676,5.410192146368398e-05,
677,5.35300651138132e-05,
678,5.296279343090793e-05,
679,5.240007275249259e-05,
680,5.1841869027430265e-05,
681,5.1288147843706056e-05,
682,5.0738874453934435e-05,
683,5.019401380318422e-05,
684,4.965353055380595e-05,
685,4.911738911209107e-05,
686,4.8585553652794045e-05,
687,4.805798814436213e-05,
688,4.753465637301335e-05,
689,4.701552196727243e-05,
690,4.650054842185447e-05,
691,4.598969912084083e-05,
692,4.5482937360688536e-05,
693,4.4980226373766974e-05,
694,4.448152935027094e-05,
695,4.398680946027245e-05,
696,4.349602987678558e-05,
697,4.300915379644443e-05,
698,4.252614446119407e-05,
699,4.204696518016193e-05,
700,4.1571579349614085e-05,
701,4.109995047467396e-05,
702,4.063204218965333e-05,
703,4.0167818278091794e-05,
704,3.970724269344861e-05,
705,3.9250279579350345e-05,
706,3.8796893288783885e-05,
707,3.834704840496861e-05,
708,3.7900709760257945e-05,
709,3.745784245605399e-05,
710,3.7018411882472346e-05,
711,3.658238373761835e-05,
712,3.614972404698824e-05,
713,3.572039918368908e-05,
714,3.5294375886188445e-05,
715,3.487162127960297e-05,
716,3.445210289354517e-05,
717,3.403578868264867e-05,
718,3.362264704565021e-05,
719,3.321264684440217e-05,
720,3.280575742546643e-05,
721,3.240194863719792e-05,
722,3.2001190851796424e-05,
723,3.160345498449957e-05,
724,3.120871251381663e-05,
725,3.0816935502261944e-05,
726,3.0428096617060585e-05,
727,3.004216914981317e-05,
728,2.965912703982443e-05,
729,2.9278944893421088e-05,
730,2.8901598006544904e-05,
731,2.852706238704039e-05,
732,2.8155314775929474e-05,
733,2.7786332671378422e-05,
734,2.742009435093007e-05,
735,2.705657889522095e-05,
736,2.6695766211767835e-05,
737,2.6337637059600794e-05,
738,2.598217307404893e-05,
739,2.562935679180367e-05,
740,2.5279171676800827e-05,
741,2.493160214761536e-05,
742,2.4586633602635688e-05,
743,2.4244252449470705e-05,
744,2.3904446132233526e-05,
745,2.3567203160559935e-05,
746,2.3232513138973787e-05,
747,2.2900366798389582e-05,
748,2.25707560251448e-05,
749,2.224367389451476e-05,
750,2.1919114702631526e-05,
751,2.1597073999554683e-05,
752,2.127754862417397e-05,
753,2.0960536739098035e-05,
754,2.064603786647301e-05,
755,2.0334052925424784e-05,
756,2.00245842696678e-05,
757,1.9717635726099192e-05,
758,1.941321263607132e-05,
759,1.911132189491571e-05,
760,1.8811971994839305e-05,
761,1.851517306819539e-05,
762,1.8220936931545584e-05,
763,1.7929277130929178e-05,
764,1.7640208989921913e-05,
765,1.7353749655849016e-05,
766,1.7069918150480756e-05,
767,1.678873541945125e-05,
768,1.6510224385063443e-05,
769,1.6234409998761024e-05,
770,1.596131929605671e-05,
771,1.569098145270953e-05,
772,1.5423427841387838e-05,
773,1.5158692091787884e-05,
774,1.4896810149572781e-05,
775,1.4637820339349905e-05,
776,1.4381763427703809e-05,
777,1.4128682688158145e-05,
778,1.387862396741435e-05,
779,1.3631635754338123e-05,
780,1.338776924927898e-05,
781,1.3147078435304937e-05,
782,1.290962015222663e-05,
783,1.2675454170107958e-05,
784,1.2444643267578437e-05,
785,1.2217253308285936e-05,
786,1.1993353322511946e-05,
787,1.177301558791255e-05,
788,1.1556315714172927e-05,
789,1.134333272721777e-05,
790,1.1134149157598916e-05,
791,1.0928851128522155e-05,
792,1.0727528447926349e-05,
793,1.0530274700160103e-05,
794,1.0337187341613596e-05,
795,1.014836779567041e-05,
796,9.963921553710064e-06,
797,9.783958272516213e-06,
798,9.608591878387807e-06,
799,9.437940671042089e-06,
800,9.272127429044152e-06,
801,9.111279518483895e-06,
802,8.95552900292973e-06,
803,8.805012755491726e-06,
804,8.659872572758243e-06,
805,8.520255291660783e-06,
806,8.386312906560889e-06,
807,8.258202690791805e-06,
808,8.13608731956017e-06,
809,8.020134993680372e-06,
810,7.910519567888574e-06,
811,7.807420680683297e-06,
812,7.711023886206037e-06,
813,7.621520789091729e-06,
814,7.5391091833715285e-06,
815,7.463993191569873e-06,
816,7.396383410782081e-06,
817,7.336497057822133e-06,
818,7.284558122294671e-06,
819,7.24079751945883e-06,
820,7.205453251210581e-06,
821,7.178770567869974e-06,
822,7.161002138836303e-06,
823,7.152408224714302e-06,
824,7.153256858988266e-06,
825,7.163824033512567e-06,
826,7.184393892897822e-06,
827,7.215258935946989e-06,
828,7.256720226042623e-06,
829,7.309087610721243e-06,
830,7.3726799531131926e-06,
831,7.447825372958183e-06,
832,7.534861502192514e-06,
833,7.634135754081006e-06,
834,7.746005606615314e-06,
835,7.87083890613216e-06,
836,8.009014185683672e-06,
837,8.160921006916677e-06,
838,8.32696032279645e-06,
839,8.507544866157013e-06,
840,8.703099562981653e-06,
841,8.914061977477461e-06,
842,9.140882785960147e-06,
843,9.384026286793357e-06,
844,9.643970945744096e-06,
845,9.921209982374779e-06,
846,1.0216251997346992e-05,
847,1.052962164557747e-05,
848,1.086186035742509e-05,
849,1.1213527109837917e-05,
850,1.1585199251026856e-05,
851,1.1977473380622716e-05,
852,1.2390966285871774e-05,
853,1.2826315937755628e-05,
854,1.3284182544093248e-05,
855,1.3765249663066914e-05,
856,1.4270225373452794e-05,
857,1.4799843498156107e-05,
858,1.53548648795937e-05,
859,1.5936078696723865e-05,
860,1.6544303816617978e-05,
861,1.7180390169208026e-05,
862,1.7845220126544437e-05,
863,1.8539709868800602e-05,
864,1.9264810712640856e-05,
865,2.0021510368978257e-05,
866,2.0810834094026065e-05,
867,2.1633845689927877e-05,
868,2.2491648298095246e-05,
869,2.3385384923274577e-05,
870,2.4316238615817998e-05,
871,2.528543222035662e-05,
872,2.6294227593620656e-05,
873,2.7343924176803647e-05,
874,2.8435856788411318e-05,
875,2.9571392494154303e-05,
876,3.075192638564428e-05,
877,3.197887609163175e-05,
878,3.3253674820599155e-05,
879,3.457776272566826e-05,
880,3.5952576368319944e-05,
881,3.737953604970867e-05,
882,3.8860030777562726e-05,
883,4.0395400642462276e-05,
884,4.1986916393274565e-05,
885,4.363575603177905e-05,
886,4.534297828816258e-05,
887,4.71094929064414e-05,
888,4.893602774748429e-05,
889,5.082309283084563e-05,
890,5.277094156251605e-05,
891,5.4779529557985596e-05,
892,5.684847165311757e-05,
893,5.897699789612909e-05,
894,6.116390953504747e-05,
895,6.340753624112239e-05,
896,6.570569602926124e-05,
897,6.805565953289794e-05,
898,7.045412045189603e-05,
899,7.289717408474894e-05,
900,7.538030587268818e-05,
901,7.789839178581892e-05,
902,8.044571217324936e-05,
903,8.301598034554658e-05,
904,8.560238668418874e-05,
905,8.819765846053429e-05,
906,9.079413485441057e-05,
907,9.338385589181819e-05,
908,9.595866325737279e-05,
909,9.851031021382295e-05,
910,0.00010103057725462106,
911,0.00010351138968005269,
912,0.0001059449330668566,
913,0.00010832376263379684,
914,0.0001106409027876315,
915,0.00011288993364874655,
916,0.00011506506206589162,
917,0.0001171611754772206,
918,0.00011917387786164468,
919,0.00012109950792733859,
920,0.00012293514047062581,
921,0.0001246785725139421,
922,0.0001263282963183121,
923,0.00012788346166578424,
924,0.0001293438299321964,
925,0.00013070972242504308,
926,0.00013198196527867967,
927,0.00013316183294583006,
928,0.0001342509919831092,
929,0.00013525144649549625,
930,0.00013616548626044223,
931,0.0001369956382401838,
932,0.0001377446219266859,
933,0.000138415308730655,
934,0.00013901068545855988,
935,0.00013953382178284734,
936,0.00013998784152456645,
937,0.00014037589750068302,
938,0.00014070114965931968,
939,0.00014096674621223715,
940,0.0001411758074652547,
941,0.00014133141207015032,
942,0.00014143658542424553,
943,0.0001414942899702898,
944,0.0001415074171688957,
945,0.00014147878093619115,
946,0.00014141111236276593,
947,0.00014130705554417367,
948,0.0001411691643806584,
949,0.00014099990021404496,
950,0.0001408016301892162,
951,0.00014057662624114564,
952,0.00014032706462056843,
953,0.00014005502588455843,
954,0.00013976249528827034,
955,0.0001394513635196576,
956,0.0001391234277346859,
957,0.0001387803928463438,
958,0.00013842387303879267,
959,0.00013805539346987972,
960,0.00013767639214334881,
961,0.00013728822192200785,
962,0.00013689215266690646,
963,0.00013648937348237355,
964,0.0001360809950536196,
965,0.00013566805206256805,
966,0.00013525150566834343,
967,0.00013483224604317334,
968,0.0001344110949504096,
969,0.00013398880835709115,
970,0.00013356607907057116,
971,0.0001331435393895214,
972,0.0001327217637618061,
973,0.00013230127144017723,
974,0.00013188252912922638,
975,0.00013146595361458735,
976,0.00013105191436828256,
977,0.00013064073612238658,
978,0.0001302327014068433,
979,0.00012982805304213862,
980,0.00012942699658408108,
981,0.00012902970271473635,
982,0.0001286363095730353,
983,0.00012824692502469426,
984,0.00012786162886178898,
985,0.00012748047493654768,
986,0.0001271034932169568,
987,0.0001267306917700911,
988,0.00012636205866656258,
989,0.0001259975638047972,
990,0.00012563716065672192,
991,0.00012528078792960196,
992,0.00012492837114776167,
993,0.0001245798241521906,
994,0.0001242350505187978,
995,0.00012389394489513428,
996,0.00012355639425767895,
997,0.00012322227909043748,
998,0.00012289147448672766,
999,0.00012256385117476176,
1000,0.00012223927646902444,
1001,0.00012191761515224775,
1002,0.00012159873028616541,
1003,0.00012128248395561203,
1004,0.00012096873794904817,
1005,0.000120657354376566,
1006,0.00012034819622853965,
1007,0.00012004112787794563,
1008,0.00011973601553029456,
1009,0.00011943272761903712,
1010,0.00011913113515697737,
1011,0.00011883111203908614,
1012,0.00011853253530388907,
1013,0.00011823528535477579,
1014,0.0001179392461430201,
1015,0.00011764430531746584,
1016,0.00011735035434005947,
1017,0.00011705728857307196,
1018,0.00011676500733784345,
1019,0.00011647341394922794,
1020,0.00011618241572600163,
1021,0.00011589192398157866,
1022,0.0001156018539948539,
1023,0.00011531212496507237,
1024,0.00011502265995085026,
1025,0.0001147333857965116,
1026,0.0001144442330468648,
1027,0.00011415513585087689,
1028,0.00011386603185828403,
1029,0.00011357686210690388,
1030,0.00011328757090661723,
1031,0.00011299810571624436,
1032,0.00011270841701728485,
1033,0.00011241845818613094,
1034,0.00011212818536313063,
1035,0.00011183755732105394,
1036,0.00011154653533435033,
1037,0.00011125508304846154,
1038,0.00011096316634930103,
1039,0.00011067075323727138,
1040,0.00011037781370060173,
1041,0.00011008431959325105,
1042,0.00010979024451650277,
1043,0.00010949556370212776,
